"""Preliminär Verifikationslista""",,,,,
Samis Jackets AB,,,,,
559489-5301,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:20",,,,,
,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,
,,,,,
"""Verifikation""","""Datum""","""Beskrivning/Konto""","""Typ""","""Debet""","""Kredit"""
,,3051 Försäljn varor 25% sv,,,37662.00
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,9415.00
,,,,,
A 455,2025-06-26,Viva Wallet Card Payments,,,
,,1941 Annat bankkonto viva.com,,106241.00,
,,1948 Sales account,,,106241.00
,,,,,
A 456,2025-06-26,World Line Sales Card,,,
,,1947 Worldline,,201182.00,
,,1948 Sales account,,,201182.00
,,,,,
A 457,2025-02-26,Purchase of co. vehicle; part-financed by Director's Loan bil GLS947,,,
,,1240 (Fritt konto för Maskiner och andra tekniska anläggningar),,27500.00,
,,1910 Kassa,,,15000.00
,,"2893 Skulder till närstående personer, kortfristig del",,,12500.00
,,,,,
A 458,2025-01-08,Swish betalning EASYPARK AB - Business parking,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,19.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,19.00
,,,,,
A 459,2025-03-03,Kortkp ST1 GILLBERGAPLAN - Business fuel,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,757.40,
,,"2893 Skulder till närstående personer, kortfristig del",,,757.40
,,,,,
A 460,2025-06-26,Kortkp Besikta Eskilstuna - Business vehicle inspection,,,
,,"5610 Personbils- och mc-kostnader, m.m.",,359.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,359.00
,,,,,
A 461,2025-06-26,Kontant frsljning,,,
,,1910 Kassa,,24023.00,
,,1948 Sales account,,,24023.00
,,,,,
A 462,2025-06-26,Repayment of documented loan from related party (Alsharif),,,
,,2448 Ej reskontraförda leverantörsskulder,,728987.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,728987.00
,,,,,
A 463,2025-06-30,B06305111839 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1892.47,
,,1947 Worldline,,,1892.47
,,,,,
A 464,2025-06-30,B06285059190 - Worldline kortbetalning,,,
,,1930 Företagskonto,,6280.39,
,,1947 Worldline,,,6280.39
,,,,,
A 465,2025-06-30,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,248.00
,,"6991 Övriga externa kostnader, avdragsgilla",,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,,,,
A 466,2025-06-27,skatt och arbetsgivare abdi,,,
,,1930 Företagskonto,,,6707.00
,,1630 Avräkning för skatter och avgifter (skattekonto),,6707.00,
,,,,,
A 467,2025-06-27,ln abdi 13dag,,,
,,1930 Företagskonto,,,7644.00
,,7010 Löner till kollektivanställda,,7644.00,
,,,,,
A 468,2025-06-27,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,45000.00
,,"2893 Skulder till närstående personer, kortfristig del",,45000.00,
,,,,,
A 469,2025-06-27,SK5594895301 - Government Support (Two-step),,,
,,1930 Företagskonto,,21027.00,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,21027.00
,,,,,
A 470,2025-06-25,B06254970813 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1625.80,
,,1947 Worldline,,,1625.80
,,,,,
A 471,2025-06-25,Ntet - El/internet med moms,,,
,,1930 Företagskonto,,,624.00
,,"6991 Övriga externa kostnader, avdragsgilla",,499.20,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,124.80,
,,,,,
A 472,2025-06-24,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,20000.00
,,"2893 Skulder till närstående personer, kortfristig del",,20000.00,
,,,,,
A 473,2025-06-24,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,12713.12
,,"2893 Skulder till närstående personer, kortfristig del",,12713.12,
,,,,,
A 474,2025-06-24,Auronis Repayment of Director's Loan,,,
,,1930 Företagskonto,,,11000.00
,,"2893 Skulder till närstående personer, kortfristig del",,11000.00,
,,,,,
A 475,2025-06-24,ABET.DEPOSIT - terbetalning,,,
,,1930 Företagskonto,,120000.00,
,,"1383 Lämnade depositioner, långfristiga",,,120000.00
,,,,,
A 476,2025-06-23,B06214886452 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2546.18,
,,1947 Worldline,,,2546.18
,,,,,
A 477,2025-06-19,B06194827606 - Worldline kortbetalning,,,
,,1930 Företagskonto,,602.96,
,,1947 Worldline,,,602.96
,,,,,
A 478,2025-06-18,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,19983.00
,,5010 Lokalhyra,,15986.40,
,,2641 Debiterad ingående moms,,3996.60,
,,,,,
A 479,2025-06-18,Loan from Director to Company - Cash Flow Support,,,
,,1930 Företagskonto,,11000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,11000.00
,,,,,
A 480,2025-06-18,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,250.00
,,"6991 Övriga externa kostnader, avdragsgilla",,200.00,
,,2641 Debiterad ingående moms,,50.00,
,,,,,
A 481,2025-06-16,B06154731299 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2244.68,
,,1947 Worldline,,,2244.68
,,,,,
A 482,2025-06-13,B06134669729 - Worldline kortbetalning,,,
,,1930 Företagskonto,,6105.27,
,,1947 Worldline,,,6105.27
,,,,,
A 483,2025-06-11,B06114611917 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3121.28,
,,1947 Worldline,,,3121.28
,,,,,
A 484,2025-06-11,abdi skatt,,,
,,1930 Företagskonto,,,16233.00
,,1630 Avräkning för skatter och avgifter (skattekonto),,16233.00,
,,,,,
A 485,2025-06-09,B06094571959 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1426.23,
,,1947 Worldline,,,1426.23
,,,,,
A 486,2025-06-09,B06074525843 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4910.27,
,,1947 Worldline,,,4910.27
,,,,,
A 487,2025-06-05,B06054467666 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3145.16,
,,1947 Worldline,,,3145.16
,,,,,
A 488,2025-06-05,Bolag verket,,,
,,1930 Företagskonto,,,1900.00
,,"6992 Övriga externa kostnader, ej avdragsgilla",,1900.00,
,,,,,
A 489,2025-06-04,Fora Abdirabi,,,
,,1930 Företagskonto,,,1171.61
,,"6992 Övriga externa kostnader, ej avdragsgilla",,1171.61,
,,,,,
A 490,2025-06-03,B06034410431 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2463.08,
,,1947 Worldline,,,2463.08
,,,,,
A 491,2025-06-03,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,248.00
,,"6991 Övriga externa kostnader, avdragsgilla",,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,,,,
A 492,2025-06-03,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,25000.00
,,"2893 Skulder till närstående personer, kortfristig del",,25000.00,
,,,,,
A 493,2025-06-02,51500954163 - Insttning,,,
,,1930 Företagskonto,,8985.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,8985.00
,,,,,
A 494,2025-06-02,51500997244 - Insttning,,,
,,1930 Företagskonto,,5098.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,5098.00
,,,,,
A 495,2025-06-02,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,684.00
,,"6991 Övriga externa kostnader, avdragsgilla",,547.20,
,,2641 Debiterad ingående moms,,136.80,
,,,,,
A 496,2025-06-02,B05314341919 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4914.25,
,,1947 Worldline,,,4914.25
,,,,,
A 497,2025-06-02,B06014371231 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2.49,
,,1947 Worldline,,,2.49
,,,,,
A 498,2025-05-30,B05294294981 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4690.26,
,,1947 Worldline,,,4690.26
,,,,,
A 499,2025-05-27,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,1000.00
,,"2893 Skulder till närstående personer, kortfristig del",,1000.00,
,,,,,
A 500,2025-05-27,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,6000.00
,,"2893 Skulder till närstående personer, kortfristig del",,6000.00,
,,,,,
A 501,2025-05-27,abdi ln maj,,,
,,1930 Företagskonto,,,16884.00
,,7010 Löner till kollektivanställda,,16884.00,
,,,,,
A 502,2025-05-26,B05264219988 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2397.90,
,,1947 Worldline,,,2397.90
,,,,,
A 503,2025-05-26,B05254196636 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4299.35,
,,1947 Worldline,,,4299.35
,,,,,
A 504,2025-05-26,El i butiken - med moms,,,
,,1930 Företagskonto,,,816.00
,,"6991 Övriga externa kostnader, avdragsgilla",,652.80,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,163.20,
,,,,,
A 505,2025-05-26,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,12906.00
,,"2893 Skulder till närstående personer, kortfristig del",,12906.00,
,,,,,
A 506,2025-05-23,B05234137836 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2371.07,
,,1947 Worldline,,,2371.07
,,,,,
A 507,2025-05-21,B05214076902 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3238.64,
,,1947 Worldline,,,3238.64
,,,,,
A 508,2025-05-20,Repayment of Director's Loan,,,
,,1930 Företagskonto,,10000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,10000.00
,,,,,
A 509,2025-05-19,B05194034090 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2443.71,
,,1947 Worldline,,,2443.71
,,,,,
A 510,2025-05-19,B05184011681 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3537.99,
,,1947 Worldline,,,3537.99
,,,,,
A 511,2025-05-19,B05173983976 - Worldline kortbetalning,,,
,,1930 Företagskonto,,9459.46,
,,1947 Worldline,,,9459.46
,,,,,
A 512,2025-05-16,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,248.00
,,"6991 Övriga externa kostnader, avdragsgilla",,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,,,,
A 513,2025-05-14,B05143893340 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1773.07,
,,1947 Worldline,,,1773.07
,,,,,
A 514,2025-05-13,B05133868910 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1893.46,
,,1947 Worldline,,,1893.46
,,,,,
A 515,2025-05-12,B05123850534 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2702.41,
,,1947 Worldline,,,2702.41
,,,,,
A 516,2025-05-12,B05113826980 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3077.51,
,,1947 Worldline,,,3077.51
,,,,,
A 517,2025-05-12,B05103798167 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2723.27,
,,1947 Worldline,,,2723.27
,,,,,
A 518,2025-05-09,B05093766218 - Worldline kortbetalning,,,
,,1930 Företagskonto,,6013.72,
,,1947 Worldline,,,6013.72
,,,,,
A 519,2025-05-07,B05073707835 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1963.10,
,,1947 Worldline,,,1963.10
,,,,,
A 520,2025-05-07,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,198.00
,,"6991 Övriga externa kostnader, avdragsgilla",,158.40,
,,2641 Debiterad ingående moms,,39.60,
,,,,,
A 521,2025-05-05,B05053663933 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3009.60,
,,1947 Worldline,,,3009.60
,,,,,
A 522,2025-05-05,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,19983.00
,,5010 Lokalhyra,,15986.40,
,,2641 Debiterad ingående moms,,3996.60,
,,,,,
A 523,2025-05-05,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,1896.00
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,,,,
A 524,2025-05-05,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,125.00
,,"6991 Övriga externa kostnader, avdragsgilla",,100.00,
,,2641 Debiterad ingående moms,,25.00,
,,,,,
A 525,2025-05-02,B05023592847 - Worldline kortbetalning,,,
,,1930 Företagskonto,,729.33,
,,1947 Worldline,,,729.33
,,,,,
A 526,2025-05-02,B05013562069 - Worldline kortbetalning,,,
,,1930 Företagskonto,,5770.76,
,,1947 Worldline,,,5770.76
,,,,,
A 527,2025-04-30,B04303534914 - Worldline kortbetalning,,,
,,1930 Företagskonto,,5729.07,
,,1947 Worldline,,,5729.07
,,,,,
A 528,2025-04-29,B04293507506 - Worldline kortbetalning,,,
,,1930 Företagskonto,,5078.43,
,,1947 Worldline,,,5078.43
,,,,,
A 529,2025-04-29,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,1896.00
,,5010 Lokalhyra,,1516.80,
,,2641 Debiterad ingående moms,,379.20,
,,,,,
A 530,2025-04-29,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,20042.00
,,5010 Lokalhyra,,16033.60,
,,2641 Debiterad ingående moms,,4008.40,
,,,,,
A 531,2025-04-28,B04263436358 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2565.08,
,,1947 Worldline,,,2565.08
,,,,,
A 532,2025-04-28,B04273467432 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1613.87,
,,1947 Worldline,,,1613.87
,,,,,
A 533,2025-04-28,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,624.00
,,"6991 Övriga externa kostnader, avdragsgilla",,499.20,
,,2641 Debiterad ingående moms,,124.80,
,,,,,
A 534,2025-04-28,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,5000.00
,,"2893 Skulder till närstående personer, kortfristig del",,5000.00,
,,,,,
A 535,2025-04-25,B04253406484 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3844.65,
,,1947 Worldline,,,3844.65
,,,,,
A 536,2025-04-24,B04243377627 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3597.89,
,,1947 Worldline,,,3597.89
,,,,,
A 537,2025-04-23,B04233349233 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4695.37,
,,1947 Worldline,,,4695.37
,,,,,
A 538,2025-04-22,B04183262982 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4002.17,
,,1947 Worldline,,,4002.17
,,,,,
A 539,2025-04-22,B04193286201 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2605.29,
,,1947 Worldline,,,2605.29
,,,,,
A 540,2025-04-22,B04203301238 - Worldline kortbetalning,,,
,,1930 Företagskonto,,401.98,
,,1947 Worldline,,,401.98
,,,,,
A 541,2025-04-15,B04153179106 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3028.76,
,,1947 Worldline,,,3028.76
,,,,,
A 542,2025-04-15,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,98.00
,,"6991 Övriga externa kostnader, avdragsgilla",,78.40,
,,2641 Debiterad ingående moms,,19.60,
,,,,,
A 543,2025-04-14,B04133138224 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2306.99,
,,1947 Worldline,,,2306.99
,,,,,
A 544,2025-04-14,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,248.00
,,"6991 Övriga externa kostnader, avdragsgilla",,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,,,,
A 545,2025-04-14,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,500.00
,,"6991 Övriga externa kostnader, avdragsgilla",,400.00,
,,2641 Debiterad ingående moms,,100.00,
,,,,,
A 546,2025-04-10,B04103048976 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4995.88,
,,1947 Worldline,,,4995.88
,,,,,
A 547,2025-04-09,B04093019900 - Worldline kortbetalning,,,
,,1930 Företagskonto,,816.47,
,,1947 Worldline,,,816.47
,,,,,
A 548,2025-04-08,B04082995583 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3466.21,
,,1947 Worldline,,,3466.21
,,,,,
A 549,2025-04-08,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,20566.00
,,5010 Lokalhyra,,16452.80,
,,2641 Debiterad ingående moms,,4113.20,
,,,,,
A 550,2025-04-07,B04052926667 - Worldline kortbetalning,,,
,,1930 Företagskonto,,3713.27,
,,1947 Worldline,,,3713.27
,,,,,
A 551,2025-04-07,B04072977639 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1069.62,
,,1947 Worldline,,,1069.62
,,,,,
A 552,2025-04-03,B04032867693 - Worldline kortbetalning,,,
,,1930 Företagskonto,,9772.84,
,,1947 Worldline,,,9772.84
,,,,,
A 553,2025-04-02,B04022838225 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2269.57,
,,1947 Worldline,,,2269.57
,,,,,
A 554,2025-04-01,B04012811476 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2410.38,
,,1947 Worldline,,,2410.38
,,,,,
A 555,2025-04-01,Bankgiro - Ej avdragsgill,,,
,,1930 Företagskonto,,,976.00
,,"6992 Övriga externa kostnader, ej avdragsgilla",,976.00,
,,,,,
A 556,2025-03-31,B03312794595 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2194.95,
,,1947 Worldline,,,2194.95
,,,,,
A 557,2025-03-31,B03292744665 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1415.87,
,,1947 Worldline,,,1415.87
,,,,,
A 558,2025-03-31,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,8300.00
,,"2893 Skulder till närstående personer, kortfristig del",,8300.00,
,,,,,
A 559,2025-03-31,B03302773435 - Worldline kortbetalning,,,
,,1930 Företagskonto,,6521.20,
,,1947 Worldline,,,6521.20
,,,,,
A 560,2025-03-28,B03282715066 - Worldline kortbetalning,,,
,,1930 Företagskonto,,5368.97,
,,1947 Worldline,,,5368.97
,,,,,
A 561,2025-03-27,Bankgiro - Ej avdragsgill,,,
,,1930 Företagskonto,,,4321.00
,,"6992 Övriga externa kostnader, ej avdragsgilla",,4321.00,
,,,,,
A 562,2025-03-27,Bankgiro - Ej avdragsgill,,,
,,1930 Företagskonto,,,2371.00
,,"6992 Övriga externa kostnader, ej avdragsgilla",,2371.00,
,,,,,
A 563,2025-03-27,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,624.00
,,"6991 Övriga externa kostnader, avdragsgilla",,499.20,
,,2641 Debiterad ingående moms,,124.80,
,,,,,
A 564,2025-03-26,B03262657151 - Worldline kortbetalning,,,
,,1930 Företagskonto,,99.49,
,,1947 Worldline,,,99.49
,,,,,
A 565,2025-03-24,B03232597052 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1966.11,
,,1947 Worldline,,,1966.11
,,,,,
A 566,2025-03-24,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,41.00
,,"6991 Övriga externa kostnader, avdragsgilla",,32.80,
,,2641 Debiterad ingående moms,,8.20,
,,,,,
A 567,2025-03-24,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,156.00
,,"6991 Övriga externa kostnader, avdragsgilla",,124.80,
,,2641 Debiterad ingående moms,,31.20,
,,,,,
A 568,2025-03-21,B03212537039 - Worldline kortbetalning,,,
,,1930 Företagskonto,,247.75,
,,1947 Worldline,,,247.75
,,,,,
A 569,2025-03-20,B03202508892 - Worldline kortbetalning,,,
,,1930 Företagskonto,,4474.49,
,,1947 Worldline,,,4474.49
,,,,,
A 570,2025-03-18,B03182456390 - Worldline kortbetalning,,,
,,1930 Företagskonto,,2811.85,
,,1947 Worldline,,,2811.85
,,,,,
A 571,2025-03-17,B03152389857 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1242.74,
,,1947 Worldline,,,1242.74
,,,,,
A 572,2025-03-11,B03112280424 - Worldline kortbetalning,,,
,,1930 Företagskonto,,596.99,
,,1947 Worldline,,,596.99
,,,,,
A 573,2025-03-10,B03102263589 - Worldline kortbetalning,,,
,,1930 Företagskonto,,447.75,
,,1947 Worldline,,,447.75
,,,,,
A 574,2025-03-10,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,802.00
,,"6991 Övriga externa kostnader, avdragsgilla",,641.60,
,,2641 Debiterad ingående moms,,160.40,
,,,,,
A 575,2025-02-28,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,2500.00
,,"6991 Övriga externa kostnader, avdragsgilla",,2000.00,
,,2641 Debiterad ingående moms,,500.00,
,,,,,
A 576,2025-02-28,Bankgiro - Avgift med moms,,,
,,1930 Företagskonto,,,624.00
,,"6991 Övriga externa kostnader, avdragsgilla",,499.20,
,,2641 Debiterad ingående moms,,124.80,
,,,,,
A 577,2025-02-24,B02241912572 - Worldline kortbetalning,,,
,,1930 Företagskonto,,1492.50,
,,1947 Worldline,,,1492.50
,,,,,
A 578,2025-02-17,B02151692210 - Worldline kortbetalning,,,
,,1930 Företagskonto,,895.50,
,,1947 Worldline,,,895.50
,,,,,
A 579,2025-02-17,Repayment of Director's Loan,,,
,,1930 Företagskonto,,,30000.00
,,"2893 Skulder till närstående personer, kortfristig del",,30000.00,
,,,,,
A 580,2025-02-14,verfring - Programvara med moms,,,
,,1930 Företagskonto,,,700.00
,,5420 Programvaror,,560.00,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,140.00,
,,,,,
A 581,2025-02-14,B02141664681 - Worldline kortbetalning,,,
,,1930 Företagskonto,,17.90,
,,1947 Worldline,,,17.90
,,,,,
A 582,2025-02-14,Lokalhyra - med moms,,,
,,1930 Företagskonto,,,20760.00
,,5010 Lokalhyra,,16608.00,
,,2641 Debiterad ingående moms,,4152.00,
,,,,,
A 583,2025-02-14,Tullavgifter,,,
,,1930 Företagskonto,,,36946.00
,,1460 Lager av handelsvaror,,36946.00,
,,,,,
A 584,2025-02-13,Repayment of Director's Loan,,,
,,1930 Företagskonto,,15000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,15000.00
,,,,,
A 585,2025-02-13,Repayment of Director's Loan,,,
,,1930 Företagskonto,,15000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,15000.00
,,,,,
A 586,2025-02-13,B02131637331 - Worldline kortbetalning,,,
,,1930 Företagskonto,,29.85,
,,1947 Worldline,,,29.85
,,,,,
A 587,2025-02-27,Loan from Director to Company - Cash Flow Support,,,
,,1930 Företagskonto,,7000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,7000.00
,,,,,
A 588,2025-02-28,First China container - verfring frn Futureworld till inkp,,,
,,2441 Future World Tech,,,368492.00
,,"4545 Import av råvaror och material, 25 % moms",,368492.00,
,,2645 Beräknad ingående moms på förvärv från utlandet,,,92123.00
,,2615 Utgående moms import av varor 25%,,92123.00,
,,,,,
A 589,2024-09-30,Momsredovisning juli-september 2024,,,
,,2641 Debiterad ingående moms,,,1485.00
,,2645 Beräknad ingående moms på förvärv från utlandet,,102316.25,
,,2615 Utgående moms import av varor 25%,,,102316.25
,,2650 Redovisningskonto för moms,,1485.00,
,,,,,
A 590,2024-12-31,Momsredovisning oktober-december 2024,,,
,,2641 Debiterad ingående moms,,,16027.16
,,2645 Beräknad ingående moms på förvärv från utlandet,,79930.50,
,,2615 Utgående moms import av varor 25%,,,79930.50
,,2650 Redovisningskonto för moms,,16027.00,
,,3740 Öres- och kronutjämning,,0.16,
,,,,,
A 591,2025-03-31,Momsredovisning januari-mars 2025,,,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,23478.90,
,,2641 Debiterad ingående moms,,,11926.50
,,2645 Beräknad ingående moms på förvärv från utlandet,,92123.00,
,,2615 Utgående moms import av varor 25%,,,92123.00
,,2650 Redovisningskonto för moms,,,11551.00
,,3740 Öres- och kronutjämning,,,1.40
,,,,,
A 592,2025-06-30,Momsredovisning april-juni 2025,,,
,,2641 Debiterad ingående moms,,,17567.40
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,44235.38,
,,2650 Redovisningskonto för moms,,,26668.00
,,3740 Öres- och kronutjämning,,0.02,
,,,,,
A 593,2025-06-30,Allokering maskiner och inventarier frn import,,,
,,"1220 Inventarier, verktyg och installationer",,49170.68,
,,"4545 Import av råvaror och material, 25 % moms",,,49170.68
,,,,,
A 594,2025-06-30,Allokering marknadsfringskostnader frn import,,,
,,5900 Reklam och PR (gruppkonto),,37738.29,
,,"4545 Import av råvaror och material, 25 % moms",,,37738.29
,,,,,
A 595,2025-06-30,Allokering handelslager 85% frn import,,,
,,1460 Lager av handelsvaror,,761502.53,
,,"4545 Import av råvaror och material, 25 % moms",,,761502.53
,,,,,
A 596,2025-06-30,Allokering marknadsfringslager 15% frn import,,,
,,1469 Förändring av lager av handelsvaror,,134382.80,
,,"4545 Import av råvaror och material, 25 % moms",,,134382.80
,,,,,
A 597,2025-06-30,Allokering frbrukningsmaterial frn import,,,
,,5460 Förbrukningsmaterial,,2249.62,
,,"4545 Import av råvaror och material, 25 % moms",,,2249.62
,,,,,
A 598,2025-06-30,Allokering frakt- och transportkostnader frn import,,,
,,5700 Frakter och transporter (gruppkonto),,114392.93,
,,"4545 Import av råvaror och material, 25 % moms",,,114392.93
,,,,,
A 599,2025-02-01,korrgingirn av valuta fel ,,,
,,"4545 Import av råvaror och material, 25 % moms",,1950.00,
,,2091 Balanserad vinst eller förlust,,,1950.00
,,,,,
A 600,2025-06-30,235-IST-266493095 invoice 42 shipping from turkey ,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,44500.00
,,5700 Frakter och transporter (gruppkonto),,44500.00,
,,,,,
A 601,2025-06-30,KSV fr slda damjackor oktober 2024 - juni 2025,,,
,,4110 Kostnad slda varor,,163049.24,
,,1460 Lager av handelsvaror,,,163049.24
,,,,,
A 602,2025-06-30,KSV fr slda kinaprodukter oktober 2024 - juni 2025,,,
,,4110 Kostnad slda varor,,42970.00,
,,1460 Lager av handelsvaror,,,42970.00
,,,,,
A 603,2025-06-30,Avskrivning av skadade damjackor (transport/knappar),,,
,,6990 Övriga externa kostnader,,9245.06,
,,1460 Lager av handelsvaror,,,9245.06
,,,,,
A 604,2025-01-31,Avskrivning av stulna damjackor (frsta 4 mnader),,,
,,6990 Övriga externa kostnader,,5462.99,
,,1460 Lager av handelsvaror,,,5462.99
,,,,,
A 605,2025-06-30,Marknadsfringsgvor enligt 15% policy fr kinaprodukter,,,
,,5900 Reklam och PR (gruppkonto),,18181.70,
,,1469 Förändring av lager av handelsvaror,,,18181.70
,,,,,
A 606,2025-06-30,fixing invintory costs ,,,
,,5700 Frakter och transporter (gruppkonto),,,158892.00
,,1460 Lager av handelsvaror,,158892.00,
,,,,,
A 607,2025-06-30,Varor bags skor biliga for markiting to assest mellan att dela de ,,,
,,1460 Lager av handelsvaror,,134382.00,
,,1469 Förändring av lager av handelsvaror,,,134382.00
,,,,,
A 608,2025-06-30,Omfring av 65% av ln frn Ahmed Gheyath Al-Sharif till villkorat aktiegartillskott enligt avtal 2025-07-20.,,,
,,2093 Erhållna aktieägartillskott,,,1.00
,,"2893 Skulder till närstående personer, kortfristig del",,1.00,
,,,,,
A 609,2025-07-01,Clear opening 1469 balance - previous period marketing gifts,,,
,,1469 Förändring av lager av handelsvaror,,18180.90,
,,5900 Reklam och PR (gruppkonto),,,18180.90
,,,,,
A 610,2025-09-30,COGS - Q3 2025 sales (921 units),,,
,,4110 Kostnad slda varor,,45344.24,
,,1460 Lager av handelsvaror,,,45344.24
,,,,,
A 611,2025-09-30,Allocate Q3 2025 marketing gifts to staging (231 units @ 25% policy),,,
,,1469 Förändring av lager av handelsvaror,,11337.54,
,,1460 Lager av handelsvaror,,,11337.54
,,,,,
A 612,2025-09-30,Expense Q3 2025 marketing gifts - clean 1469 to zero,,,
,,5900 Reklam och PR (gruppkonto),,11337.54,
